Name,DexOrder,SpeciesTag,SpeciesName,SpeciesTitle,AnatomyConcept,Diet,SocialBehavior,Temperament,HabitatBiomeTag,ActivityCycleTag,PrimaryElement,ElementalAffinities,Role,BaseMaxHealth,BaseAttackPower,BaseDefensePower,BaseStamina,BaseWalkSpeed,BaseRunSpeed,CaptureDifficultyModifier,WorkSuitabilityLevels,WorkSuitabilityTags,PassiveTraitTags,ActiveSkillTags,ActiveSkillElementTags,ActiveSkillCooldowns,ActiveSkillDamageMultipliers,ActiveSkillTelegraphs,PartnerSkillTag,MountedWeaponTag,DropItemTags,DropItemQuantities,ParentSpeciesA,ParentSpeciesB
MasterEcho_032_Frostlynx,32,Echo.Frostlynx,Frostlynx,ApexPredators PackHunter,Original apexpredators anatomy built around frostlynx ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Nocturnal,Abyssal,(Abyssal),Combat,559.4,31.0,23.4,138.7,245.0,404.2,1.01,"(0,2,0,0,0,0,0,0,0,2,0,0)","(Work.Gathering,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Frostlynx.Signature,Skill.Frostlynx.Utility,Skill.Frostlynx.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,8.2,19.5)","(0.81,1.09,1.69)","(0.2,0.65,0.9)",Partner.Frostlynx,MountWeapon.Frostlynx,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,4,1)",,
MasterEcho_033_Obsidianfang,33,Echo.Obsidianfang,Obsidianfang,ApexPredators PackHunter,Original apexpredators anatomy built around obsidianfang ecological silhouette; not a palette variant.,Omnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,(Abyssal),Combat,568.8,31.1,23.5,139.3,258.0,425.7,1.01,"(0,0,0,0,3,0,0,0,0,0,3,0)","(Work.Building,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Obsidianfang.Signature,Skill.Obsidianfang.Utility,Skill.Obsidianfang.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,9.0,21.0)","(0.81,1.1,1.7)","(0.25,0.45,1.05)",Partner.Obsidianfang,MountWeapon.Obsidianfang,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,5,2)",,
MasterEcho_034_Tempestwolf,34,Echo.Tempestwolf,Tempestwolf,ApexPredators PackHunter,Original apexpredators anatomy built around tempestwolf ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Crepscular,Abyssal,(Abyssal),Combat,578.4,31.3,23.6,139.9,271.0,447.1,1.02,"(0,0,0,0,0,0,0,4,0,0,0,4)","(Work.Transport,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Tempestwolf.Signature,Skill.Tempestwolf.Utility,Skill.Tempestwolf.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,9.8,22.5)","(0.82,1.1,1.7)","(0.3,0.55,1.2)",Partner.Tempestwolf,MountWeapon.Tempestwolf,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,6,1)",,
MasterEcho_035_Cavernstalker,35,Echo.Cavernstalker,Cavernstalker,ApexPredators PackHunter,Original apexpredators anatomy built around cavernstalker ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,"(Abyssal,Volt)",Combat,588.1,31.5,23.8,140.5,284.0,468.6,1.02,"(1,0,0,0,0,0,0,0,0,0,1,0)","(Work.Mining,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Cavernstalker.Signature,Skill.Cavernstalker.Utility,Skill.Cavernstalker.Ultimate)","(Element.Abyssal,Element.Volt,Element.Abyssal)","(2.0,5.0,24.0)","(0.82,1.1,1.7)","(0.35,0.65,1.35)",Partner.Cavernstalker,MountWeapon.Cavernstalker,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,2,2)",,
MasterEcho_036_Ashprowler,36,Echo.Ashprowler,Ashprowler,ApexPredators PackHunter,Original apexpredators anatomy built around ashprowler ecological silhouette; not a palette variant.,Omnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Nocturnal,Abyssal,(Abyssal),Combat,597.9,31.6,23.9,141.1,180.0,297.0,1.02,"(0,2,0,0,0,0,0,0,0,0,0,0)",(Work.Gathering),"(Trait.Sturdy,Trait.Alert)","(Skill.Ashprowler.Signature,Skill.Ashprowler.Utility,Skill.Ashprowler.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,5.8,12.0)","(0.82,1.1,1.71)","(0.2,0.45,0.9)",Partner.Ashprowler,MountWeapon.Ashprowler,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,3,1)",,
MasterEcho_037_Mirepanther,37,Echo.Mirepanther,Mirepanther,ApexPredators PackHunter,Original apexpredators anatomy built around mirepanther ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,(Abyssal),Combat,607.8,31.8,24.1,141.7,193.0,318.4,1.02,"(0,0,3,0,3,0,0,0,0,0,0,0)","(Work.Farming,Work.Building)","(Trait.Sturdy,Trait.Alert)","(Skill.Mirepanther.Signature,Skill.Mirepanther.Utility,Skill.Mirepanther.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,6.6,13.5)","(0.82,1.11,1.71)","(0.25,0.55,1.05)",Partner.Mirepanther,MountWeapon.Mirepanther,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,4,2)",,
MasterEcho_038_Riftjackal,38,Echo.Riftjackal,Riftjackal,ApexPredators PackHunter,Original apexpredators anatomy built around riftjackal ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Crepscular,Abyssal,(Abyssal),Combat,617.8,31.9,24.2,142.3,206.0,339.9,1.02,"(0,0,0,4,0,0,0,4,0,0,0,0)","(Work.Kindling,Work.Transport)","(Trait.Sturdy,Trait.Alert)","(Skill.Riftjackal.Signature,Skill.Riftjackal.Utility,Skill.Riftjackal.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,7.4,15.0)","(0.82,1.11,1.71)","(0.3,0.65,1.2)",Partner.Riftjackal,MountWeapon.Riftjackal,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,5,1)",,
MasterEcho_039_Thornlion,39,Echo.Thornlion,Thornlion,ApexPredators PackHunter,Original apexpredators anatomy built around thornlion ecological silhouette; not a palette variant.,Omnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,(Abyssal),Combat,628.0,32.1,24.3,142.9,219.0,361.3,1.03,"(0,0,0,0,1,0,0,0,0,0,1,0)","(Work.Building,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Thornlion.Signature,Skill.Thornlion.Utility,Skill.Thornlion.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,8.2,16.5)","(0.83,1.11,1.72)","(0.35,0.45,1.35)",Partner.Thornlion,MountWeapon.Thornlion,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,6,2)",,
MasterEcho_040_Nightpelt,40,Echo.Nightpelt,Nightpelt,ApexPredators PackHunter,Original apexpredators anatomy built around nightpelt ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Nocturnal,Abyssal,"(Abyssal,Solar)",Combat,638.3,32.3,24.5,143.5,232.0,382.8,1.03,"(0,2,0,0,0,2,0,0,0,0,0,0)","(Work.Gathering,Work.Cooling)","(Trait.Sturdy,Trait.Alert)","(Skill.Nightpelt.Signature,Skill.Nightpelt.Utility,Skill.Nightpelt.Ultimate)","(Element.Abyssal,Element.Solar,Element.Abyssal)","(2.0,9.0,18.0)","(0.83,1.11,1.72)","(0.2,0.55,0.9)",Partner.Nightpelt,MountWeapon.Nightpelt,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,2,1)",,
MasterEcho_041_Voltlynx,41,Echo.Voltlynx,Voltlynx,ApexPredators PackHunter,Original apexpredators anatomy built around voltlynx ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,(Abyssal),Combat,648.6,32.4,24.6,144.1,245.0,404.2,1.03,"(0,0,0,0,3,0,3,0,0,0,0,0)","(Work.Building,Work.Crafting)","(Trait.Sturdy,Trait.Alert)","(Skill.Voltlynx.Signature,Skill.Voltlynx.Utility,Skill.Voltlynx.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(2.5,9.8,19.5)","(0.83,1.12,1.72)","(0.25,0.65,1.05)",Partner.Voltlynx,MountWeapon.Voltlynx,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,3,2)",,
MasterEcho_042_Scorchmaul,42,Echo.Scorchmaul,Scorchmaul,ApexPredators PackHunter,Original apexpredators anatomy built around scorchmaul ecological silhouette; not a palette variant.,Omnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Crepscular,Abyssal,(Abyssal),Combat,659.1,32.6,24.8,144.7,258.0,425.7,1.03,"(0,0,0,0,0,0,0,4,0,0,0,0)",(Work.Transport),"(Trait.Sturdy,Trait.Alert)","(Skill.Scorchmaul.Signature,Skill.Scorchmaul.Utility,Skill.Scorchmaul.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.0,5.0,21.0)","(0.83,1.12,1.73)","(0.3,0.45,1.2)",Partner.Scorchmaul,MountWeapon.Scorchmaul,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,4,1)",,
MasterEcho_043_Duskhunter,43,Echo.Duskhunter,Duskhunter,ApexPredators PackHunter,Original apexpredators anatomy built around duskhunter ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,(Abyssal),Combat,669.8,32.8,24.9,145.3,271.0,447.1,1.03,"(0,0,0,0,0,0,0,0,1,0,1,0)","(Work.Generator,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Duskhunter.Signature,Skill.Duskhunter.Utility,Skill.Duskhunter.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(3.5,5.8,22.5)","(0.83,1.12,1.73)","(0.35,0.55,1.35)",Partner.Duskhunter,MountWeapon.Duskhunter,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(2,5,2)",,
MasterEcho_044_Boulderfang,44,Echo.Boulderfang,Boulderfang,ApexPredators PackHunter,Original apexpredators anatomy built around boulderfang ecological silhouette; not a palette variant.,Carnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Nocturnal,Abyssal,(Abyssal),Combat,680.5,32.9,25.1,145.9,284.0,468.6,1.04,"(0,2,0,0,0,0,0,0,0,2,0,0)","(Work.Gathering,Work.Medicine)","(Trait.Sturdy,Trait.Alert)","(Skill.Boulderfang.Signature,Skill.Boulderfang.Utility,Skill.Boulderfang.Ultimate)","(Element.Abyssal,Element.Abyssal,Element.Abyssal)","(4.0,6.6,24.0)","(0.84,1.12,1.74)","(0.2,0.65,0.9)",Partner.Boulderfang,MountWeapon.Boulderfang,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(3,6,1)",,
MasterEcho_045_Rainstalker,45,Echo.Rainstalker,Rainstalker,ApexPredators PackHunter,Original apexpredators anatomy built around rainstalker ecological silhouette; not a palette variant.,Omnivore,PackHunter,Territorial,Biome.SylvanRainforest,Activity.Diurnal,Abyssal,"(Abyssal,Neutral)",Combat,691.4,33.1,25.2,146.5,180.0,297.0,1.04,"(0,0,0,0,3,0,0,0,0,0,3,0)","(Work.Building,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Rainstalker.Signature,Skill.Rainstalker.Utility,Skill.Rainstalker.Ultimate)","(Element.Abyssal,Element.Neutral,Element.Abyssal)","(2.0,7.4,12.0)","(0.84,1.13,1.74)","(0.25,0.45,1.05)",Partner.Rainstalker,MountWeapon.Rainstalker,"(Item.Meat,Item.Fiber,Item.AbyssalOrgan)","(1,2,2)",,
MasterEcho_046_Zephyros,46,Echo.Zephyros,Zephyros,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around zephyros ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,(Volt),Exploration,702.3,33.2,25.3,147.1,193.0,318.4,1.04,"(1,0,0,0,0,0,0,0,1,0,0,0)","(Work.Mining,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Zephyros.Signature,Skill.Zephyros.Utility,Skill.Zephyros.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(2.5,8.2,13.5)","(0.84,1.13,1.74)","(0.3,0.55,1.2)",Partner.Zephyros,MountWeapon.Zephyros,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,3,1)",,
MasterEcho_047_Voltrix,47,Echo.Voltrix,Voltrix,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around voltrix ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,713.4,33.4,25.5,147.7,206.0,339.9,1.04,"(0,2,0,0,0,0,0,0,0,0,0,2)","(Work.Gathering,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Voltrix.Signature,Skill.Voltrix.Utility,Skill.Voltrix.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.0,9.0,15.0)","(0.84,1.13,1.75)","(0.35,0.65,1.35)",Partner.Voltrix,MountWeapon.Voltrix,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,4,2)",,
MasterEcho_048_Solarix,48,Echo.Solarix,Solarix,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around solarix ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,(Volt),Exploration,724.6,33.6,25.6,148.3,219.0,361.3,1.04,"(0,0,3,0,0,0,0,0,0,0,0,0)",(Work.Farming),"(Trait.Sturdy,Trait.Alert)","(Skill.Solarix.Signature,Skill.Solarix.Utility,Skill.Solarix.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.5,9.8,16.5)","(0.84,1.13,1.75)","(0.2,0.45,0.9)",Partner.Solarix,MountWeapon.Solarix,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,5,1)",,
MasterEcho_049_Cryovex,49,Echo.Cryovex,Cryovex,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around cryovex ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,735.9,33.7,25.8,148.9,232.0,382.8,1.05,"(0,0,0,4,0,4,0,0,0,0,0,0)","(Work.Kindling,Work.Cooling)","(Trait.Sturdy,Trait.Alert)","(Skill.Cryovex.Signature,Skill.Cryovex.Utility,Skill.Cryovex.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(4.0,5.0,18.0)","(0.85,1.14,1.75)","(0.25,0.55,1.05)",Partner.Cryovex,MountWeapon.Cryovex,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,6,2)",,
MasterEcho_050_Aquaphoenix,50,Echo.Aquaphoenix,Aquaphoenix,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around aquaphoenix ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,"(Volt,Neutral)",Exploration,747.3,33.9,25.9,149.5,245.0,404.2,1.05,"(0,0,0,0,1,0,0,0,1,0,0,0)","(Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Aquaphoenix.Signature,Skill.Aquaphoenix.Utility,Skill.Aquaphoenix.Ultimate)","(Element.Volt,Element.Neutral,Element.Volt)","(2.0,5.8,19.5)","(0.85,1.14,1.76)","(0.3,0.65,1.2)",Partner.Aquaphoenix,MountWeapon.Aquaphoenix,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,2,1)",,
MasterEcho_051_Shadowcrow,51,Echo.Shadowcrow,Shadowcrow,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around shadowcrow ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,758.9,34.0,26.0,150.2,258.0,425.7,1.05,"(0,0,0,0,0,2,0,0,0,0,0,2)","(Work.Cooling,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Shadowcrow.Signature,Skill.Shadowcrow.Utility,Skill.Shadowcrow.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(2.5,6.6,21.0)","(0.85,1.14,1.76)","(0.35,0.45,1.35)",Partner.Shadowcrow,MountWeapon.Shadowcrow,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,3,2)",,
MasterEcho_052_Dreadfalcon,52,Echo.Dreadfalcon,Dreadfalcon,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around dreadfalcon ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,(Volt),Exploration,770.6,34.2,26.2,150.8,271.0,447.1,1.05,"(0,0,3,0,0,0,3,0,0,0,0,0)","(Work.Farming,Work.Crafting)","(Trait.Sturdy,Trait.Alert)","(Skill.Dreadfalcon.Signature,Skill.Dreadfalcon.Utility,Skill.Dreadfalcon.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.0,7.4,22.5)","(0.85,1.14,1.76)","(0.2,0.55,0.9)",Partner.Dreadfalcon,MountWeapon.Dreadfalcon,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,4,1)",,
MasterEcho_053_Stormswallow,53,Echo.Stormswallow,Stormswallow,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around stormswallow ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,782.3,34.4,26.3,151.4,284.0,468.6,1.05,"(0,0,0,0,0,4,0,4,0,0,0,0)","(Work.Cooling,Work.Transport)","(Trait.Sturdy,Trait.Alert)","(Skill.Stormswallow.Signature,Skill.Stormswallow.Utility,Skill.Stormswallow.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.5,8.2,24.0)","(0.85,1.15,1.77)","(0.25,0.65,1.05)",Partner.Stormswallow,MountWeapon.Stormswallow,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,5,2)",,
MasterEcho_054_Magmapen,54,Echo.Magmapen,Magmapen,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around magmapen ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,(Volt),Exploration,794.2,34.5,26.5,152.0,180.0,297.0,1.06,"(0,0,0,0,0,0,0,0,1,0,0,0)",(Work.Generator),"(Trait.Sturdy,Trait.Alert)","(Skill.Magmapen.Signature,Skill.Magmapen.Utility,Skill.Magmapen.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(4.0,9.0,12.0)","(0.86,1.15,1.77)","(0.3,0.45,1.2)",Partner.Magmapen,MountWeapon.Magmapen,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,6,1)",,
MasterEcho_055_Galeclaw,55,Echo.Galeclaw,Galeclaw,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around galeclaw ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,"(Volt,Solar)",Exploration,806.3,34.7,26.6,152.6,193.0,318.4,1.06,"(0,0,0,0,0,0,0,0,0,2,0,2)","(Work.Medicine,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Galeclaw.Signature,Skill.Galeclaw.Utility,Skill.Galeclaw.Ultimate)","(Element.Volt,Element.Solar,Element.Volt)","(2.0,9.8,13.5)","(0.86,1.15,1.78)","(0.35,0.55,1.35)",Partner.Galeclaw,MountWeapon.Galeclaw,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,2,2)",,
MasterEcho_056_Tempestbird,56,Echo.Tempestbird,Tempestbird,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around tempestbird ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,(Volt),Exploration,818.4,34.8,26.7,153.2,206.0,339.9,1.06,"(0,0,3,0,0,0,0,0,0,0,3,0)","(Work.Farming,Work.Watering)","(Trait.Sturdy,Trait.Alert)","(Skill.Tempestbird.Signature,Skill.Tempestbird.Utility,Skill.Tempestbird.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(2.5,5.0,15.0)","(0.86,1.15,1.78)","(0.2,0.65,0.9)",Partner.Tempestbird,MountWeapon.Tempestbird,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,3,1)",,
MasterEcho_057_Mistgryphon,57,Echo.Mistgryphon,Mistgryphon,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around mistgryphon ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,830.6,35.0,26.9,153.8,219.0,361.3,1.06,"(0,0,0,0,0,4,0,0,0,0,0,4)","(Work.Cooling,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Mistgryphon.Signature,Skill.Mistgryphon.Utility,Skill.Mistgryphon.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.0,5.8,16.5)","(0.86,1.16,1.78)","(0.25,0.45,1.05)",Partner.Mistgryphon,MountWeapon.Mistgryphon,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,4,2)",,
MasterEcho_058_Suncondor,58,Echo.Suncondor,Suncondor,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around suncondor ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,(Volt),Exploration,843.0,35.2,27.0,154.4,232.0,382.8,1.06,"(1,0,0,0,0,0,0,0,1,0,0,0)","(Work.Mining,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Suncondor.Signature,Skill.Suncondor.Utility,Skill.Suncondor.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.5,6.6,18.0)","(0.86,1.16,1.79)","(0.3,0.55,1.2)",Partner.Suncondor,MountWeapon.Suncondor,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,5,1)",,
MasterEcho_059_Nightowl,59,Echo.Nightowl,Nightowl,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around nightowl ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,855.5,35.3,27.2,155.0,245.0,404.2,1.07,"(0,2,0,0,0,0,0,0,0,0,0,2)","(Work.Gathering,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Nightowl.Signature,Skill.Nightowl.Utility,Skill.Nightowl.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(4.0,7.4,19.5)","(0.87,1.16,1.79)","(0.35,0.65,1.35)",Partner.Nightowl,MountWeapon.Nightowl,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,6,2)",,
MasterEcho_060_Cloudray,60,Echo.Cloudray,Cloudray,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around cloudray ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Nocturnal,Volt,"(Volt,Abyssal)",Exploration,868.1,35.5,27.3,155.6,258.0,425.7,1.07,"(0,0,3,0,0,0,0,0,0,0,0,0)",(Work.Farming),"(Trait.Sturdy,Trait.Alert)","(Skill.Cloudray.Signature,Skill.Cloudray.Utility,Skill.Cloudray.Ultimate)","(Element.Volt,Element.Abyssal,Element.Volt)","(2.0,8.2,21.0)","(0.87,1.16,1.79)","(0.2,0.45,0.9)",Partner.Cloudray,MountWeapon.Cloudray,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,2,1)",,
MasterEcho_061_Emberkite,61,Echo.Emberkite,Emberkite,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around emberkite ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,880.8,35.6,27.4,156.2,271.0,447.1,1.07,"(0,0,0,4,0,4,0,0,0,0,0,0)","(Work.Kindling,Work.Cooling)","(Trait.Sturdy,Trait.Alert)","(Skill.Emberkite.Signature,Skill.Emberkite.Utility,Skill.Emberkite.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(2.5,9.0,22.5)","(0.87,1.16,1.8)","(0.25,0.55,1.05)",Partner.Emberkite,MountWeapon.Emberkite,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(2,3,2)",,
MasterEcho_062_Frostwing,62,Echo.Frostwing,Frostwing,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around frostwing ecological silhouette; not a palette variant.,Carnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Crepscular,Volt,(Volt),Exploration,893.6,35.8,27.6,156.8,284.0,468.6,1.07,"(0,0,0,0,1,0,0,0,1,0,0,0)","(Work.Building,Work.Generator)","(Trait.Sturdy,Trait.Alert)","(Skill.Frostwing.Signature,Skill.Frostwing.Utility,Skill.Frostwing.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.0,9.8,24.0)","(0.87,1.17,1.8)","(0.3,0.65,1.2)",Partner.Frostwing,MountWeapon.Frostwing,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(3,4,1)",,
MasterEcho_063_Razorcrest,63,Echo.Razorcrest,Razorcrest,AvianWyverns SolitarySkyHunter,Original avianwyverns anatomy built around razorcrest ecological silhouette; not a palette variant.,Omnivore,SolitarySkyHunter,Curious,Biome.DawnMeadows,Activity.Diurnal,Volt,(Volt),Exploration,906.6,36.0,27.7,157.4,180.0,297.0,1.07,"(0,0,0,0,0,2,0,0,0,0,0,2)","(Work.Cooling,Work.Handiwork)","(Trait.Sturdy,Trait.Alert)","(Skill.Razorcrest.Signature,Skill.Razorcrest.Utility,Skill.Razorcrest.Ultimate)","(Element.Volt,Element.Volt,Element.Volt)","(3.5,5.0,12.0)","(0.87,1.17,1.8)","(0.35,0.45,1.35)",Partner.Razorcrest,MountWeapon.Razorcrest,"(Item.Meat,Item.Fiber,Item.VoltOrgan)","(1,5,2)",,
