ID,Name,Body Plan,Size,Element,Mesh Path,Material Path
84,Echo_Avian_Medium_Pulse_084,Avian,1.0,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Medium.SK_Echo_Avian_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Medium_Pulse_084.MI_Echo_Echo_Avian_Medium_Pulse_084
85,Echo_Avian_Large_Ember_085,Avian,1.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Large.SK_Echo_Avian_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Large_Ember_085.MI_Echo_Echo_Avian_Large_Ember_085
86,Echo_Avian_Large_Frost_086,Avian,1.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Large.SK_Echo_Avian_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Large_Frost_086.MI_Echo_Echo_Avian_Large_Frost_086
87,Echo_Avian_Large_Pulse_087,Avian,1.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Large.SK_Echo_Avian_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Large_Pulse_087.MI_Echo_Echo_Avian_Large_Pulse_087
88,Echo_Avian_Huge_Ember_088,Avian,2.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Huge.SK_Echo_Avian_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Huge_Ember_088.MI_Echo_Echo_Avian_Huge_Ember_088
89,Echo_Avian_Huge_Frost_089,Avian,2.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Huge.SK_Echo_Avian_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Huge_Frost_089.MI_Echo_Echo_Avian_Huge_Frost_089
90,Echo_Avian_Huge_Pulse_090,Avian,2.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Avian_Huge.SK_Echo_Avian_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Avian_Huge_Pulse_090.MI_Echo_Echo_Avian_Huge_Pulse_090
91,Echo_Crystalline_Tiny_Ember_091,Crystalline,0.3,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Tiny.SK_Echo_Crystalline_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Tiny_Ember_091.MI_Echo_Echo_Crystalline_Tiny_Ember_091
92,Echo_Crystalline_Tiny_Frost_092,Crystalline,0.3,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Tiny.SK_Echo_Crystalline_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Tiny_Frost_092.MI_Echo_Echo_Crystalline_Tiny_Frost_092
93,Echo_Crystalline_Tiny_Pulse_093,Crystalline,0.3,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Tiny.SK_Echo_Crystalline_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Tiny_Pulse_093.MI_Echo_Echo_Crystalline_Tiny_Pulse_093
94,Echo_Crystalline_Small_Ember_094,Crystalline,0.6,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Small.SK_Echo_Crystalline_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Small_Ember_094.MI_Echo_Echo_Crystalline_Small_Ember_094
95,Echo_Crystalline_Small_Frost_095,Crystalline,0.6,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Small.SK_Echo_Crystalline_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Small_Frost_095.MI_Echo_Echo_Crystalline_Small_Frost_095
96,Echo_Crystalline_Small_Pulse_096,Crystalline,0.6,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Small.SK_Echo_Crystalline_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Small_Pulse_096.MI_Echo_Echo_Crystalline_Small_Pulse_096
97,Echo_Crystalline_Medium_Ember_097,Crystalline,1.0,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Medium.SK_Echo_Crystalline_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Medium_Ember_097.MI_Echo_Echo_Crystalline_Medium_Ember_097
98,Echo_Crystalline_Medium_Frost_098,Crystalline,1.0,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Medium.SK_Echo_Crystalline_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Medium_Frost_098.MI_Echo_Echo_Crystalline_Medium_Frost_098
99,Echo_Crystalline_Medium_Pulse_099,Crystalline,1.0,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Medium.SK_Echo_Crystalline_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Medium_Pulse_099.MI_Echo_Echo_Crystalline_Medium_Pulse_099
100,Echo_Crystalline_Large_Ember_100,Crystalline,1.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Large.SK_Echo_Crystalline_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Large_Ember_100.MI_Echo_Echo_Crystalline_Large_Ember_100
101,Echo_Crystalline_Large_Frost_101,Crystalline,1.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Large.SK_Echo_Crystalline_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Large_Frost_101.MI_Echo_Echo_Crystalline_Large_Frost_101
102,Echo_Crystalline_Large_Pulse_102,Crystalline,1.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Large.SK_Echo_Crystalline_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Large_Pulse_102.MI_Echo_Echo_Crystalline_Large_Pulse_102
103,Echo_Crystalline_Huge_Ember_103,Crystalline,2.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Huge.SK_Echo_Crystalline_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Huge_Ember_103.MI_Echo_Echo_Crystalline_Huge_Ember_103
104,Echo_Crystalline_Huge_Frost_104,Crystalline,2.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Huge.SK_Echo_Crystalline_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Huge_Frost_104.MI_Echo_Echo_Crystalline_Huge_Frost_104
105,Echo_Crystalline_Huge_Pulse_105,Crystalline,2.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Crystalline_Huge.SK_Echo_Crystalline_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Crystalline_Huge_Pulse_105.MI_Echo_Echo_Crystalline_Huge_Pulse_105
106,Echo_Amorphous_Tiny_Ember_106,Amorphous,0.3,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Tiny.SK_Echo_Amorphous_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Tiny_Ember_106.MI_Echo_Echo_Amorphous_Tiny_Ember_106
107,Echo_Amorphous_Tiny_Frost_107,Amorphous,0.3,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Tiny.SK_Echo_Amorphous_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Tiny_Frost_107.MI_Echo_Echo_Amorphous_Tiny_Frost_107
108,Echo_Amorphous_Tiny_Pulse_108,Amorphous,0.3,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Tiny.SK_Echo_Amorphous_Tiny,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Tiny_Pulse_108.MI_Echo_Echo_Amorphous_Tiny_Pulse_108
109,Echo_Amorphous_Small_Ember_109,Amorphous,0.6,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Small.SK_Echo_Amorphous_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Small_Ember_109.MI_Echo_Echo_Amorphous_Small_Ember_109
110,Echo_Amorphous_Small_Frost_110,Amorphous,0.6,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Small.SK_Echo_Amorphous_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Small_Frost_110.MI_Echo_Echo_Amorphous_Small_Frost_110
111,Echo_Amorphous_Small_Pulse_111,Amorphous,0.6,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Small.SK_Echo_Amorphous_Small,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Small_Pulse_111.MI_Echo_Echo_Amorphous_Small_Pulse_111
112,Echo_Amorphous_Medium_Ember_112,Amorphous,1.0,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Medium.SK_Echo_Amorphous_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Medium_Ember_112.MI_Echo_Echo_Amorphous_Medium_Ember_112
113,Echo_Amorphous_Medium_Frost_113,Amorphous,1.0,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Medium.SK_Echo_Amorphous_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Medium_Frost_113.MI_Echo_Echo_Amorphous_Medium_Frost_113
114,Echo_Amorphous_Medium_Pulse_114,Amorphous,1.0,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Medium.SK_Echo_Amorphous_Medium,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Medium_Pulse_114.MI_Echo_Echo_Amorphous_Medium_Pulse_114
115,Echo_Amorphous_Large_Ember_115,Amorphous,1.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Large.SK_Echo_Amorphous_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Large_Ember_115.MI_Echo_Echo_Amorphous_Large_Ember_115
116,Echo_Amorphous_Large_Frost_116,Amorphous,1.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Large.SK_Echo_Amorphous_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Large_Frost_116.MI_Echo_Echo_Amorphous_Large_Frost_116
117,Echo_Amorphous_Large_Pulse_117,Amorphous,1.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Large.SK_Echo_Amorphous_Large,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Large_Pulse_117.MI_Echo_Echo_Amorphous_Large_Pulse_117
118,Echo_Amorphous_Huge_Ember_118,Amorphous,2.5,1,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Huge.SK_Echo_Amorphous_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Huge_Ember_118.MI_Echo_Echo_Amorphous_Huge_Ember_118
119,Echo_Amorphous_Huge_Frost_119,Amorphous,2.5,2,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Huge.SK_Echo_Amorphous_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Huge_Frost_119.MI_Echo_Echo_Amorphous_Huge_Frost_119
120,Echo_Amorphous_Huge_Pulse_120,Amorphous,2.5,3,/Game/ASTRAWILD/Characters/Echo/Meshes/SK_Echo_Amorphous_Huge.SK_Echo_Amorphous_Huge,/Game/ASTRAWILD/Characters/Echo/Materials/MI_Echo_Echo_Amorphous_Huge_Pulse_120.MI_Echo_Echo_Amorphous_Huge_Pulse_120
